id,listing_date,neighborhood,price,sqm,rooms,bedrooms,bathrooms,floor,elevator,furnishing,heating,energy_class,year_built,nearest_metro,condo_fees,deposit_months,contract_type,description
ML-2025-00408,27/11/2024,Centro Storico,3650,109,4,3,1,1,False,furnished,autonomous,G,1902.0,M3,130.0,1,temporary,"Large apartment, in historic building, near metro M3."
ML-2025-00891,2025-01-29,De Angeli,850,42,2,1,1,5,True,furnished,centr.,,1937.0,M1,200.0,3,4+4,"One-bedroom, in historic building, with elevator, near metro M1."
ML-2025-00360,2024-12-04,Sempione,1600,91,3,2,2,3,False,partly furnished,central,G,1926.0,M1,260.0,2,4+4,"Two-bedroom, in historic building, near metro M1."
ML-2025-00159,2025-03-19,Navigli,3950,175,5,4,2,3th,True,furn.,autonomous ,C,2007.0,M2,150.0,2,4+4,"Large apartment, with elevator, near metro M2."
ML-2025-00238,2024-12-15,Centro Storico,2500,81,4,3,1,4,True,furnished,central,,1947.0,M3,,3,4+4,"Apartment, in historic building, with elevator, near metro M3."
ML-2025-01699,2025-02-04,Lorenteggio,750,57,2,1,1,5,True,furnished,heat pump,F,1919.0,,170.0,1,temporary,"One-bedroom, in historic building, with elevator."
ML-2025-00061,2024-12-10,Tortona,1800,114,5,4,2,2,True,unfurnished,centr.,G,1966.0,,230.0,2,4+4,"Large apartment, with elevator, near metro M2."
ML-2025-01187,30/12/2024,Lambrate,900,63,3,2,1,2,True,unfurnished,central,B,2007.0,,190.0,3,4+4,"Two-bedroom, with elevator, near metro M2."
ML-2025-01846,2025-03-16,Navigli,800,30,2,1,1,6th,True,furnished,central,C,2014.0,,230.0,2,3+2,"Studio, recently built, with elevator, near metro M2."
ML-2025-01873,2024-11-03,Città Studi,950,45,2,1,1,8,True,unfurnished,heat pump,C,2009.0,M2,220.0,3,4+4,"One-bedroom, with elevator, near metro M2."
ML-2025-02329,2024-12-16,BICOCCA,1000,81,3,2,2,3th,False,unfurnished,autonomous,G,1951.0,M5,240.0,2,4+4,"Two-bedroom, near metro M5."
ML-2025-00530,1 March 2025,Quarto Oggiaro,600,50,3,2,1,8,True,unfurnished,central,A2,2015.0,M3,180.0,3,4+4,"Two-bedroom, recently built, with elevator, near metro M3."
ML-2025-00334,10/10/2024,Porta Romana,1800,82,4,3,1,7,True,unfurnished,central,A,2021.0,M3,220.0,2,4+4,"Apartment, recently built, with elevator, near metro M3."
ML-2025-00200,2025-02-21,AFFORI,700,73,3,2,1,3th,True,unfurnished,autonomous,,1933.0,M3,290.0,2,4+4,"Two-bedroom, in historic building, with elevator, near metro M3."
ML-2025-01146,28/12/2024,Baggio,1150,83,4,3,2,5th,True,partly furnished,auto.,,1994.0,,230.0,3,3+2,"Apartment, with elevator."
ML-2025-01529,20/03/2025,Greco,800,58,3,2,1,1st,True,unfurnished,autonomous,E,1987.0,M1,200.0,3,4+4,"Two-bedroom, with elevator, near metro M1."
ML-2025-01895,2024-10-19,Bocconi,950,38,2,1,1,1,True,unfurnished,central,,1986.0,M3,210.0,1,temporary,"Studio, with elevator, near metro M3."
ML-2025-00967,2024-10-11,De Angeli,2700,125,5,5,2,8th,True,partly furnished,central,D,2005.0,M1,50.0,3,4+4,"Large apartment, with elevator, near metro M1."
ML-2025-02052,22 December 2024,Città Studi,1500,72,4,3,2,4,True,unfurn.,autonomous,F,1942.0,M2,230.0,1,temporary,"Apartment, in historic building, with elevator, near metro M2."
ML-2025-00446,2025-01-10,Corvetto,1050,92,4,3,2,5,True,unfurnished,central,G,1937.0,M3,,2,4+4,"Apartment, in historic building, with elevator, near metro M3."
ML-2025-00509,2024-12-05,Corvetto,1500,102,4,3,2,5,True,furnished,autonomous,,,M3,260.0,3,3+2,
ML-2025-01008,2025-01-23,Quarto Oggiaro,750,74,3,2,1,ground floor,False,partly furnished,heat pump,G,1965.0,M3,250.0,2,4+4,"Two-bedroom, near metro M3."
ML-2025-00831,28/10/2024,Navigli,1400,56,3,2,1,5,True,furnished,autonomous,,1930.0,M2,190.0,2,3+2,"Two-bedroom, in historic building, with elevator, near metro M2."
ML-2025-01084,2025-02-03,Baggio,350,29,1,1,1,4,True,furnished,autonomous,G,1949.0,,190.0,1,student,"Studio, in historic building, with elevator."
ML-2025-01888,2025-01-13,Navigli,80,37,2,1,1,3,True,unfurnished,AUTONOMOUS,E,1964.0,M2,90.0,3,4+4,"Studio, with elevator, near metro M2."
ML-2025-00549,2024-12-27,Città Studi,1500,80,4,4,1,4th,True,partly furnished, autonomous,F,1966.0,M2,80.0,2,4+4,"Apartment, with elevator, near metro M2."
ML-2025-00125,2025-01-14,Navigli,1050,54,2,1,1,4,True,unfurnished,central,G,1957.0,M2,100.0,1,temporary,"One-bedroom, with elevator, near metro M2."
ML-2025-00870,2025-03-09,Corvetto,650,46,2,1,1,4th,True,partly furnished,autonomous,D,1994.0,M3,220.0,3,4+4,"One-bedroom, with elevator, near metro M3."
ML-2025-00801,2025-03-31,Lambrate,1550,95,4,3,2,4th,True,partly furnished,autonomous,G,1950.0,M2,200.0,2,4+4,"Apartment, with elevator, near metro M2."
ML-2025-02177,2025-01-16,Isola,2550,95,4,3,2,5,True,furnished,central,E,1918.0,M5,120.0,2,3+2,"Apartment, in historic building, with elevator, near metro M5."
ML-2025-01420,2024-12-24,Corvetto,1400,107,5,4,1,5th,True,furnished,central,F,1918.0,M3,160.0,3,4+4,"Large apartment, in historic building, with elevator, near metro M3."
ML-2025-01694,2025-01-10,Porta Romana,1550,77,4,3,2,3,True,unfurnished,central,,1900.0,M3,100.0,2,3+2,"Apartment, in historic building, with elevator, near metro M3."
ML-2025-02064,2025-02-06,Città Studi,1050,58,4,3,1,2th,True,unfurnished,autonomous,D,1986.0,M2,130.0,3,3+2,
ML-2025-01309,11/01/2025,Porta Garibaldi,1300,61,3,3,1,4,True,unfurnished,autonomous,F,,M5,300.0,1,student,"Two-bedroom, in historic building, with elevator, near metro M5."
ML-2025-02420,2024-11-23,Tortona,1750,71,3,2,1,2,True,partly furnished,central,D,2006.0,M2,80.0,2,4+4,"Two-bedroom, with elevator, near metro M2."
ML-2025-02008,2024-12-29,Affori,1600,111,4,3,2,1,False,partly furnished,autonomous,E,1970.0,M3,160.0,2,4+4,"Large apartment, near metro M3."
ML-2025-01286,2025-03-24,Città Studi,1150,49,2,2,1,ground floor,True,partly furnished,centr.,E,2001.0,M2,50.0,2,3+2,"One-bedroom, with elevator, near metro M2."
ML-2025-02232,2025-03-31,Brera,850,25,2,2,1,2,False,furnished,CENTR.,G,1969.0,M2,70.0,2,4+4,"Studio, near metro M2."
ML-2025-00347,12/02/2025,Bicocca,1400,82,3,2,1,6,True,partly furnished,central,B,2016.0,M5,100.0,3,4+4,"Two-bedroom, recently built, with elevator, near metro M5."
ML-2025-02363,6 November 2024,Isola,1000,49,2,1,1,1st,False,Furnished, autonomous,G,1962.0,M5,130.0,3,4+4,"One-bedroom, near metro M5."
ML-2025-01328,2024-10-26,Affori,900,59,3,2,1,1,True,partly furn.,heat pump,D,1993.0,M3,90.0,2,4+4,"Two-bedroom, with elevator, near metro M3."
ML-2025-02229,2025-02-07,Isola,1800,78,2,1,1,3th,True,unfurnished,autonomous,E,1999.0,M5,250.0,3,4+4,"One-bedroom, with elevator, near metro M5."
ML-2025-00230,2025-03-14,Bicocca,1400,80,3,2,1,5th,True,partly furnished,Autonomous,F,1988.0,,130.0,1,temporary,"Two-bedroom, with elevator, near metro M5."
ML-2025-02227,2024-10-06,Isola,1050,56,4,3,1,4th,True,furnished,central,,1942.0,M5,270.0,2,4+4,"Apartment, in historic building, with elevator, near metro M5."
ML-2025-02303,2025-02-15,Città Studi,1450,65,2,1,2,1,False,furnished,autonomous,D,1973.0,M2,270.0,2,4+4,"One-bedroom, near metro M2."
ML-2025-01588,04/03/2025,NoLo,1100,65,3,2,2,2th,False,unfurnished,autonomous,,1955.0,M1,80.0,3,4+4,"Two-bedroom, near metro M1."
ML-2025-00687,2024-12-29,Sempione,1450,67,2,1,1,2th,False,partly furnished,central,E,1933.0,M5,220.0,1,temporary,"One-bedroom, in historic building, near metro M5."
ML-2025-00007,2024-11-02,Quadrilatero,2000,61,3,2,2,1st,False,partly furnished,Central,G,1943.0,M1,300.0,3,4+4,"Two-bedroom, in historic building, near metro M1."
ML-2025-02056,2025-03-12,Lambrate,1400,88,3,2,2,0,False,furnished,Central,,1927.0,M2,100.0,3,3+2,"Two-bedroom, in historic building, near metro M2."
ML-2025-02007,2024-11-30,NoLo,3600,149,5,4,2,4,True,furnished,central,E,1978.0,M2,140.0,1,temporary,"Large apartment, with elevator, near metro M2."
ML-2025-01466,2024-11-13,Brera,€ 4150,116 sqm,5,4,2,4,True,furnished,auto.,D,1976.0,M3,,2,3+2,"Large apartment, with elevator, near metro M3."
ML-2025-02013,25/02/2025,Baggio,950,76,3,2,1,4,True,partly furnished,autonomous,,1973.0,,130.0,3,4+4,
ML-2025-01045,16/01/2025,Baggio,850,80,5,5,1,2th,False,empty,central,E,1943.0,,80.0,1,student,"Apartment, in historic building."
ML-2025-01040,2024-12-19,Isola,1250,47,2,1,1,3th,True,furnished,AUTONOMOUS,E,,M5,160.0,3,3+2,"One-bedroom, in historic building, with elevator, near metro M5."
ML-2025-02379,10/23/2024,NoLo,1550,97,4,3,1,2,False,furnished,Central,F,1914.0,M1,290.0,2,4+4,
ML-2025-02079,2025-02-13,Lorenteggio,1350,72,2,1,1,2,True,furnished,heat pump,A,2012.0,,60.0,2,3+2,"One-bedroom, recently built, with elevator."
ML-2025-01023,2024-10-13,Corvetto,500,34,1,1,1,2,True,unfurnished,autonomous,A4,2023.0,M3,130.0,2,4+4,"Studio, recently built, with elevator, near metro M3."
ML-2025-00037,2024-10-22,Isola,1650,62,2,1,1,1,True,furnished,central,,1999.0,M5,130.0,3,4+4,"One-bedroom, with elevator, near metro M5."
ML-2025-02132,10/07/2024,Centro Storico,1650,72,3,2,2,4,True,unfurnished,central,,,M1,280.0,3,4+4,"Two-bedroom, in historic building, with elevator, near metro M1."
ML-2025-01864,2025-02-02,Bocconi,2600,106,4,3,2,1,False,partly furnished,Autonomous,D,1975.0,M3,90.0,1,student,"Large apartment, near metro M3."
ML-2025-00727,2025-03-02,Porta Romana,2050,90,4,4,1,3,False,PARTLY,Autonomous,,1971.0,M3,150.0,1,temporary,"Apartment, near metro M3."
ML-2025-01337,2025-02-08,Navigli,€ 1050,42,2,1,1,GF,False,Furnished,autonomous,F,1972.0,M2,,3,3+2,"One-bedroom, near metro M2."
ML-2025-01735,05/12/2024,Porta Romana,1150,53,2,1,1,3,True,unfurnished,autonomous,E,,M3,120.0,3,4+4,"One-bedroom, in historic building, with elevator, near metro M3."
ML-2025-00168,2024-10-05,Magenta,2400,88,5,4,1,5th,True,partly furnished,autonomous,C,2008.0,M1,130.0,2,4+4,"Apartment, with elevator, near metro M1."
ML-2025-00820,2024-12-13,Porta Garibaldi,1300,51,1,1,1,first,True,furnished,heat pump,D,1984.0,M2,,1,temporary,"Apartment, with elevator, near metro M2."
ML-2025-00260,2024-11-12,Porta Venezia,1550,51,2,1,1,6,True,partly furnished,central,A4,2023.0,M1,100.0,3,4+4,"One-bedroom, recently built, with elevator, near metro M1."
ML-2025-00791,07/02/2025,Porta Romana,1250,55,4,4,1,5,True,FURNISHED,central,E,,M3,,1,student,"Apartment, in historic building, with elevator, near metro M3."
ML-2025-00842,11/10/2024,Lambrate,650,44,2,1,1,4th,True,unfurnished,autonomous,,2002.0,M2,,2,4+4,"One-bedroom, with elevator, near metro M2."
ML-2025-01743,2025-01-24,Affori,950,63,4,3,1,7,True,unfurnished,autonomous,E,2001.0,M3,160.0,1,temporary,
ML-2025-00861,2024-12-30,AFFORI,750,65,2,1,1,GF,False,partly furnished, autonomous,F,1942.0,M3,90.0,1,temporary,"One-bedroom, in historic building, near metro M3."
ML-2025-02002,05/11/2024,Navigli,2150,90,4,3,2,4,True,furn.,central,D,1999.0,M2,70.0,3,4+4,"Apartment, with elevator, near metro M2."
ML-2025-01174,2024-12-20,Navigli,1600,79,3,2,2,1,False,partly furnished,Central,G,1901.0,,130.0,2,3+2,"Two-bedroom, in historic building, near metro M2."
ML-2025-00132,01/22/2025,Navigli,1000,42,1,1,1,2,False,furnished,autonomous,E,1968.0,M2,200.0,2,4+4,
ML-2025-00685,2024-11-29,Corvetto,650,57,3,2,1,3,True,partly furnished,heat pump,,1910.0,M3,190.0,1,student,"Two-bedroom, in historic building, with elevator, near metro M3."
ML-2025-00050,2024-10-08,Magenta,1150,49,2,1,1,2,True,furnished,central,,,M1,270.0,2,3+2,"One-bedroom, in historic building, with elevator, near metro M1."
ML-2025-01523,2024-11-09,Porta Garibaldi,1000,44,1,1,1,2,False,unfurnished,autonomous,,1924.0,M5,180.0,3,4+4,"Apartment, in historic building, near metro M5."
ML-2025-01334,09/03/2025,Lorenteggio,450,43,1,1,1,G,False,empty,autonomous,,1969.0,,,2,4+4,Apartment.
ML-2025-01676,2024-10-05,Isola,1400,77,3,2,2,1,True,unfurnished,CENTR.,D,2001.0,M5,200.0,2,3+2,"Two-bedroom, with elevator, near metro M5."
ML-2025-01580,26/01/2025,Bocconi,2700,119,4,3,2,first,False,unfurnished,autonomous,,1979.0,M3,70.0,2,3+2,
ML-2025-00997,2024-11-20,corvetto,1550,105,4,3,1,4th,True,PARTLY,central,C,2011.0,M3,170.0,1,student,"Large apartment, recently built, with elevator, near metro M3."
ML-2025-01078,12/27/2024,Lambrate,1050,61,3,3,2,4,True,furnished,CENTR.,C,1995.0,M2,240.0,2,4+4,"Two-bedroom, with elevator, near metro M2."
ML-2025-01261,2025-01-23,Isola,€ 3100,115,5,4,2,7,True,furnished,autonomous,B,2013.0,M5,,3,4+4,"Large apartment, recently built, with elevator, near metro M5."
ML-2025-00481,31/12/2024,Bicocca,600,39,2,1,1,GF,True,empty,auto.,F,1987.0,M5,,3,3+2,
ML-2025-01708,2025-02-04,Navigli,1750,76,2,2,2,5,True,FURNISHED,autonomous,B,2014.0,M2,240.0,1,student,"One-bedroom, recently built, with elevator, near metro M2."
ML-2025-01817,3 December 2024,Isola,700,29,1,1,1,2th,True,Furnished,autonomous,,1987.0,M5,170.0,2,4+4,"Studio, with elevator, near metro M5."
ML-2025-00464,2024-11-16,Sempione,€ 1650,81,4,3,2,3th,False,furnished,central,G,1915.0,,,3,4+4,"Apartment, in historic building, near metro M1."
ML-2025-01478,12/05/2024,Affori,1100,74,3,2,1,7th,True,partly furnished,Central,E,1990.0,M3,130.0,3,3+2,"Two-bedroom, with elevator, near metro M3."
ML-2025-02371,03/04/2025,Bicocca,1800,90,4,3,2,6,True,furnished,central,C,1991.0,M5,100.0,2,4+4,"Apartment, with elevator, near metro M5."
ML-2025-00621,2024-11-16,Magenta,1700,65,3,2,1,3,False,furnished,central,G,,M2,,3,4+4,"Two-bedroom, in historic building, near metro M2."
ML-2025-00275,2025-02-27,Città Studi,1800,67,2,1,1,6th,True,furnished,central,,1997.0,M2,220.0,3,3+2,"One-bedroom, with elevator, near metro M2."
ML-2025-01947,2025-01-05,NoLo,1200,84,4,3,1,1,False,partly furnished,autonomous,,,M1,100.0,3,4+4,"Apartment, in historic building, near metro M1."
ML-2025-00899,28/12/2024,Centro Storico,1650,53,2,1,1,4,True,partly furnished,central,,1945.0,M1,210.0,2,4+4,"One-bedroom, in historic building, with elevator, near metro M1."
ML-2025-00794,2025-03-09,Sempione,950,55,3,2,1,1st,False,unfurnished,central,E,1900.0,M1,300.0,3,4+4,"Two-bedroom, in historic building, near metro M1."
ML-2025-00966,09/03/2025,Porta Garibaldi,1900,72,3,2,1,7th,True,unfurnished,central,A,2017.0,M2,250.0,2,3+2,"Two-bedroom, recently built, with elevator, near metro M2."
ML-2025-01149,2024-11-05,Quarto Oggiaro,450,41,2,2,1,7,True,furnished,autonomous,C,2013.0,M3,110.0,3,4+4,"One-bedroom, recently built, with elevator, near metro M3."
ML-2025-01037,2024-10-04,Porta Garibaldi,€ 2350,76 sqm,3,2,1,1,True,furnished,central,E,1993.0,M2,,2,4+4,"Two-bedroom, with elevator, near metro M2."
ML-2025-01057,2025-03-02,Zone Affori,750,55,3,3,1,3,True,unfurnished,autonomous,F,,M3,260.0,3,4+4,"Two-bedroom, in historic building, with elevator, near metro M3."
ML-2025-02199,2024-12-12,bocconi,1250,67,2,1,2,4th,True,unfurnished,heat pump,G,1943.0,M3,130.0,3,3+2,"One-bedroom, in historic building, with elevator, near metro M3."
ML-2025-02025,2024-11-12,NoLo,1600,83,4,3,1,2,True,furnished,central,B,2023.0,M2,230.0,3,4+4,"Apartment, recently built, with elevator, near metro M2."
ML-2025-00301,19/03/2025,Brera,3700,109,4,3,2,3,False,unfurnished,central,E,1976.0,M3,200.0,2,4+4,"Large apartment, near metro M3."
ML-2025-02028,2025-03-08,Lorenteggio,600,48,2,1,1,1st,True,partly furnished,autonomous,D,1989.0,,130.0,3,4+4,"One-bedroom, with elevator."
ML-2025-00489,10/01/2025,Corvetto,750,46,2,1,1,2,True,furnished,central,D,2010.0,M3,120.0,2,4+4,"One-bedroom, with elevator, near metro M3."
ML-2025-01115,10/03/2025,Sempione,€ 2600,90 sqm,4,3,2,5th,True,furnished,CENTR.,A1,2021.0,M1,,3,4+4,"Apartment, recently built, with elevator, near metro M1."
ML-2025-00897,07/11/2024,Isola,2350,106,4,4,2,ground,False,FURNISHED,autonomous,G,1946.0,M5,300.0,2,4+4,
ML-2025-00620,2024-12-02,De Angeli,1450,77,3,2,1,6,True,unfurnished,central,A1,2020.0,M1,60.0,2,4+4,"Two-bedroom, recently built, with elevator, near metro M1."
ML-2025-01737,2025-03-28,NoLo,€ 1350,96 sqm,3,2,2,2th,False,partly furnished,central,G,1939.0,M1,,2,3+2,"Two-bedroom, in historic building, near metro M1."
ML-2025-01360,2025-02-04,Sempione,1250,46,2,1,1,6th,True,furnished,central,D,2003.0,M1,160.0,2,4+4,"One-bedroom, with elevator, near metro M1."
ML-2025-02259,2024-10-13,Isola,500,25,2,1,1,5,True,furnished,central,F,1935.0,M5,300.0,2,3+2,"Studio, in historic building, with elevator, near metro M5."
ML-2025-02402,2025-02-07,Porta Venezia,2500,107,3,2,1,1,True,partly furnished,autonomous,D,2007.0,M1,190.0,2,3+2,"Large apartment, with elevator, near metro M1."
ML-2025-00812,17/12/2024,Quarto Oggiaro,300,35,1,1,1,3,False,unfurnished,autonomous,G,1946.0,M3,260.0,3,4+4,"Studio, in historic building, near metro M3."
ML-2025-01803,26/01/2025,Porta Garibaldi,2000,72,3,3,1,5,True,unfurnished,autonomous,A2,2023.0,M2,100.0,1,temporary,"Two-bedroom, recently built, with elevator, near metro M2."
ML-2025-01951,19/11/2024,Porta Venezia,2350,99,4,3,2,1,False,unfurnished,central,E,1932.0,M1,230.0,1,student,"Apartment, in historic building, near metro M1."
ML-2025-00413,15/02/2025,Corvetto,1600,104,3,3,2,2,False,furnished,autonomous,E,1922.0,M3,320.0,2,3+2,"Large apartment, in historic building, near metro M3."
ML-2025-01929,2025-02-28,Bicocca,1400,87,5,4,1,7,True,unfurnished,central,,1987.0,M5,90.0,3,4+4,"Apartment, with elevator, near metro M5."
ML-2025-01785,2025-01-08,Lambrate,300,27,1,1,1,1,False,unfurnished,autonomous,,,M2,260.0,1,temporary,"Studio, in historic building, near metro M2."
ML-2025-01783,2024-11-13,Città Studi,1000,44,2,1,1,4th,True,furnished,autonomous,G,1945.0,M2,310.0,1,student,
ML-2025-01717,2025-03-17,Quadrilatero,3200,107,5,4,2,first,False,partly furnished,AUTONOMOUS,G,1937.0,M1,310.0,3,4+4,"Large apartment, in historic building, near metro M1."
ML-2025-01191,2025-02-21,Quadrilatero,700,20,1,1,1,first,False,partly furnished,central,G,,M3,140.0,1,temporary,"Studio, in historic building, near metro M3."
ML-2025-00468,23 December 2024,Quarto Oggiaro,500,58,2,1,1,2,False,partly furnished,central,,1962.0,,290.0,3,3+2,"One-bedroom, near metro M3."
ML-2025-00546,2025-01-28,Porta Garibaldi,3150,109,5,4,1,2,True,furnished,autonomous,,1986.0,M5,50.0,2,4+4,"Large apartment, with elevator, near metro M5."
ML-2025-01366,2025-03-09,Porta Romana,1050,52,2,1,1,2,False,partly furnished,heat pump,G,1916.0,M3,100.0,3,4+4,"One-bedroom, in historic building, near metro M3."
ML-2025-00374,2025-02-28,Lambrate,1350,83,4,3,2,first,False,partly furnished,central,F,1968.0,M2,80.0,2,4+4,
ML-2025-01054,28/03/2025,Greco,1750,101,4,3,2,3,True,Furnished,autonomous,,1993.0,M1,170.0,2,4+4,"Large apartment, with elevator, near metro M1."
ML-2025-01850,24/11/2024,Zone Bicocca,1250,78,3,2,1,GF,True,unfurnished,autonomous,E,1986.0,M5,190.0,2,3+2,"Two-bedroom, with elevator, near metro M5."
ML-2025-02011,13 February 2025,Centro Storico,2150,76,2,1,1,1st,False,partly furnished,auto.,,1955.0,M1,100.0,1,temporary,"One-bedroom, near metro M1."
ML-2025-01914,2024-11-21,Tortona,1900,107,5,4,2,1st,False,furnished,central,G,1931.0,M2,260.0,2,4+4,
ML-2025-00351,2024-12-08,Città Studi,1800,73,4,3,1,3,True,partly furnished,autonomous,E,2003.0,M2,210.0,2,3+2,"Apartment, with elevator, near metro M2."
ML-2025-01656,11/26/2024,Corvetto,950,59,2,1,1,4,True,PARTLY,central,E,2002.0,M3,,3,4+4,"One-bedroom, with elevator, near metro M3."
ML-2025-00962,10/11/2024,Sempione,1150,64,4,3,2,3th,False,furnished,autonomous,G,1908.0,M1,160.0,1,temporary,"Apartment, in historic building, near metro M1."
ML-2025-01456,2025-02-26,Corvetto,1000,72,3,2,2,first,False,furnished,autonomous,G,1914.0,M3,,3,4+4,"Two-bedroom, in historic building, near metro M3."
ML-2025-00884,2025-02-26,Porta Venezia,1000,42,3,2,1,2th,False,partly furnished,central,,1924.0,,190.0,3,3+2,"Two-bedroom, in historic building, near metro M1."
ML-2025-01715,31/10/2024,Quadrilatero,3200,68,3,2,2,4,True,furnished,heat pump,C,2011.0,M3,190.0,2,4+4,"Two-bedroom, recently built, with elevator, near metro M3."
ML-2025-01573,2025-01-05,De Angeli,3650,154,5,4,2,6th,True,furnished,autonomous,B,2014.0,M1,140.0,2,4+4,"Large apartment, recently built, with elevator, near metro M1."
ML-2025-00082,09/03/2025,Bicocca,1100,70,2,1,1,4,True,unfurnished,autonomous,B,2012.0,M5,90.0,3,4+4,"One-bedroom, recently built, with elevator, near metro M5."
ML-2025-00755,13/12/2024,Porta Romana,1750,85,4,3,1,5,True,partly furnished,central,F,1986.0,M3,90.0,1,student,"Apartment, with elevator, near metro M3."
ML-2025-00644,2024-11-18,Porta Garibaldi,1750,61,3,2,1,7,True,partly furnished,autonomous,,1982.0,M2,,2,4+4,"Two-bedroom, with elevator, near metro M2."
ML-2025-00729,2024-11-20,Navigli,850,44,2,2,1,1st,False,partly furnished,centr.,,1942.0,M2,310.0,2,3+2,"One-bedroom, in historic building, near metro M2."
ML-2025-01777,2025-03-03,Lambrate,800,57,2,1,1,5,True,unfurnished,autonomous,C,1994.0,M2,230.0,3,4+4,"One-bedroom, with elevator, near metro M2."
ML-2025-02502,2024-10-30,Brera,2600,69,3,3,1,1st,False,partly furnished,central,E,,M2,200.0,1,temporary,"Two-bedroom, in historic building, near metro M2."
ML-2025-00556,2025-02-04,NoLo,650,27,1,1,1,ground,True,furnished,central,E,2002.0,M2,200.0,3,3+2,"Studio, with elevator, near metro M2."
ML-2025-00679,14 January 2025,Lorenteggio,1500,137,5,4,2,0,False,unfurnished,central,,1968.0,,80.0,1,temporary,Large apartment.
ML-2025-00828,03/01/2025,Porta Garibaldi,1850,71,3,2,2,ground floor,True,partly furnished,central,D,2008.0,M5,80.0,3,4+4,
ML-2025-01413,24/02/2025,Isola,750,34,2,2,1,3,False,partly furnished,central,G,1947.0,M5,190.0,2,4+4,"Studio, in historic building, near metro M5."
ML-2025-00882,2024-11-21,Lambrate,600,41,1,1,1,0,True,PARTLY,heat pump,F,1989.0,M2,100.0,1,student,"Apartment, with elevator, near metro M2."
ML-2025-01506,04/02/2025,NoLo,1650,70,3,2,2,7,True,furnished,autonomous,A1,2021.0,M1,80.0,3,4+4,"Two-bedroom, recently built, with elevator, near metro M1."
ML-2025-00923,2025-03-21,Baggio,300,22,1,1,1,4,True,partly furnished,autonomous,,1980.0,,140.0,2,4+4,"Studio, with elevator."
ML-2025-01703,2025-01-06,Isola,3100,107,3,2,2,4th,True,furn.,autonomous,A3,2015.0,M5,110.0,1,temporary,"Large apartment, recently built, with elevator, near metro M5."
ML-2025-01858,12/12/2024,Città Studi,850,41,2,1,1,2,False,furnished,autonomous,,1901.0,M2,310.0,2,3+2,"One-bedroom, in historic building, near metro M2."
ML-2025-02507,24/03/2025,Magenta,2050,79,3,2,2,4,True,partly furnished,autonomous,,1992.0,M1,100.0,1,temporary,"Two-bedroom, with elevator, near metro M1."
ML-2025-00221,2025-01-02,Bicocca,1000,62,3,2,2,2,True,unfurnished,central,C,1996.0,M5,130.0,3,3+2,"Two-bedroom, with elevator, near metro M5."
ML-2025-01675,2024-11-05,Affori,950,58,4,3,1,2,True,furnished,autonomous,C,2006.0,M3,130.0,3,4+4,"Apartment, with elevator, near metro M3."
ML-2025-00834,22 October 2024,Magenta,1150,47,2,1,1,3,True,furnished,autonomous,G,1945.0,M1,70.0,2,4+4,"One-bedroom, in historic building, with elevator, near metro M1."
ML-2025-01135,2025-02-22,Lambrate,1850,101,4,3,2,5th,True,furnished,autonomous,,,M2,140.0,1,temporary,"Large apartment, in historic building, with elevator, near metro M2."
ML-2025-00398,4 January 2025,NoLo,1650,78,3,2,2,4,True,unfurn.,autonomous,A,2019.0,M1,110.0,3,4+4,"Two-bedroom, recently built, with elevator, near metro M1."
ML-2025-01047,2024-11-17,Navigli,2400,102,4,3,2,4,True,partly furnished,autonomous,,1994.0,M2,60.0,1,temporary,"Large apartment, with elevator, near metro M2."
ML-2025-00378,2024-10-10,Centro Storico,10484,51,2,1,1,first,False,furnished,autonomous,G,1908.0,M1,80.0,2,3+2,"Prestigious penthouse with panoramic view, luxury finishes."
ML-2025-02465,2025-03-11,Bicocca,1450,76,4,3,1,4th,True,unfurnished,heat pump,D,1987.0,M5,150.0,2,3+2,"Apartment, with elevator, near metro M5."
ML-2025-02207,2024-11-06,Isola,2200,98,3,2,1,3th,False,furnished,central,F,1907.0,M5,70.0,3,4+4,"Two-bedroom, in historic building, near metro M5."
ML-2025-01182,06/02/2025,Porta Garibaldi,1300,52,1,1,1,4,True,furnished,autonomous,G,1969.0,M5,120.0,3,4+4,"Apartment, with elevator, near metro M5."
ML-2025-01590,2025-03-01,De Angeli,850,35,2,1,1,2th,False,furn.,central,F,1903.0,M1,70.0,1,student,"Studio, in historic building, near metro M1."
ML-2025-01683,2024-11-02,BICOCCA,850,48,2,2,1,2,True,unfurnished,autonomous,C,2009.0,M5,120.0,2,4+4,"One-bedroom, with elevator, near metro M5."
ML-2025-02487,2024-12-15,Città Studi,1500,80,5,4,2,4th,True,furnished,central,,1945.0,M2,250.0,3,3+2,"Apartment, in historic building, with elevator, near metro M2."
ML-2025-00321,26/11/2024,Bocconi,2850,107,3,2,1,2,True,furnished,autonomous,D,1997.0,M3,50.0,1,temporary,"Large apartment, with elevator, near metro M3."
ML-2025-00595,2024-11-16,Baggio,300,23,1,1,1,2,True,Furnished,heat pump,D,1996.0,,210.0,2,4+4,"Studio, with elevator."
ML-2025-02480,2025-03-17,Affori,1000,72,3,2,1,3,True,furnished,autonomous,G,1957.0,M3,120.0,2,3+2,"Two-bedroom, with elevator, near metro M3."
ML-2025-01924,2024-10-17,Porta Garibaldi,1950,82,5,4,1,5th,True,furnished,autonomous,F,1984.0,M2,210.0,2,4+4,"Apartment, with elevator, near metro M2."
